id	brand_code	brand_name	model_code	model_name	fuel_type	variant_code	variant_name	cubic_capacity	brand_logo	hdfc_code	fuel_type_text	full_name	popular_brand	popular_model	popular_variant
1167	B101	Aprilia	M1001	Caponord 1200 Abs	P	V10001	Caponord 1200 Abs	1197	null	6	Petrol	Aprilia Caponord 1200 Abs Caponord 1200 Abs Petrol	0	1	1
1168	B101	Aprilia	M1002	Caponord 1200 Abs Travel	P	V10002	Caponord 1200 Abs Travel	1197	null	6	Petrol	Aprilia Caponord 1200 Abs Travel Caponord 1200 Abs Travel Petrol	0	1	1
1166	B101	Aprilia	M1003	Dorsoduro 1200 Abs	P	V10003	Dorsoduro 1200 Abs	1197	null	5	Petrol	Aprilia Dorsoduro 1200 Abs Dorsoduro 1200 Abs Petrol	0	1	1
1164	B101	Aprilia	M1004	Mana 850 Abs	P	V10004	Std (840 Cc)	840	null	3	Petrol	Aprilia Mana 850 Abs Std (840 Cc) Petrol	0	1	1
1162	B101	Aprilia	M1005	Mana 850 Gt Abs	P	V10005	Mana 850 Gt Abs	839	null	2	Petrol	Aprilia Mana 850 Gt Abs Mana 850 Gt Abs Petrol	0	1	1
1163	B101	Aprilia	M1005	Mana 850 Gt Abs	P	V10006	Std (840 Cc)	840	null	2	Petrol	Aprilia Mana 850 Gt Abs Std (840 Cc) Petrol	0	1	1
1170	B101	Aprilia	M1006	Rsv4	P	V10007	Factory (1000 Cc)	1000	null	4	Petrol	Aprilia Rsv4 Factory (1000 Cc) Petrol	0	1	1
1171	B101	Aprilia	M1006	Rsv4	P	V10008	Factory Aprc (1000 Cc)	1000	null	4	Petrol	Aprilia Rsv4 Factory Aprc (1000 Cc) Petrol	0	1	1
1172	B101	Aprilia	M1006	Rsv4	P	V10009	Factory Aprc Se (1000 Cc)	1000	null	4	Petrol	Aprilia Rsv4 Factory Aprc Se (1000 Cc) Petrol	0	1	1
1173	B101	Aprilia	M1006	Rsv4	P	V10010	R (1000 Cc)	1000	null	4	Petrol	Aprilia Rsv4 R (1000 Cc) Petrol	0	1	1
1174	B101	Aprilia	M1006	Rsv4	P	V10011	R Aprc (1000 Cc)	1000	null	4	Petrol	Aprilia Rsv4 R Aprc (1000 Cc) Petrol	0	1	1
1175	B101	Aprilia	M1007	Rsv4 Factory Aprc Abs	P	V10012	Rsv4 Factory Aprc Abs	999	null	4	Petrol	Aprilia Rsv4 Factory Aprc Abs Rsv4 Factory Aprc Abs Petrol	0	1	1
1165	B101	Aprilia	M1008	Rsv4 R Aprc Abs	P	V10013	Rsv4 R Aprc Abs	999	null	4	Petrol	Aprilia Rsv4 R Aprc Abs Rsv4 R Aprc Abs Petrol	0	1	1
1303	B101	Aprilia	M1009	Rsv4 Rf	P	V10014	999	999	null	4	PETROL	Aprilia Rsv4 Rf 999 Petrol	0	1	1
2344	B101	Aprilia	M1010	Scarbed	P	V10015	Std	150	null	0	PETROL	Aprilia Scarbed Std Petrol	0	1	1
2345	B101	Aprilia	M1011	Shiver	P	V10016	Std	896	null	0	PETROL	Aprilia Shiver Std Petrol	0	1	1
2346	B101	Aprilia	M1012	Sr	P	V10017	Std	150	null	773	PETROL	Aprilia Sr Std Petrol	0	1	1
860	B101	Aprilia	M1013	Sr 150	P	V10018	Aprilia Sr 150	155	null	0	PETROL	Aprilia Sr 150 Aprilia Sr 150 Petrol	0	1	1
1177	B101	Aprilia	M1014	Srv 850 Abs	P	V10019	Srv 850 Abs	839	null	0	Petrol	Aprilia Srv 850 Abs Srv 850 Abs Petrol	0	1	1
1305	B101	Aprilia	M1015	Tuono V4 1100 Factory	P	V10020	1077	1077	null	7	PETROL	Aprilia Tuono V4 1100 Factory 1077 Petrol	0	1	1
1169	B101	Aprilia	M1016	Tuono V4 R Aprc	P	V10021	Tuono V4 Aprc	999	null	7	Petrol	Aprilia Tuono V4 R Aprc Tuono V4 Aprc Petrol	0	1	1
1178	B102	Bajaj	M1017	Aspire	P	V10022	Std (100 Cc)	100	bajaj.png	51	Petrol	Bajaj Aspire Std (100 Cc) Petrol	1	1	1
19	B102	Bajaj	M1018	Avenger	P	V10023	180 Cc	180		21	PETROL	Bajaj Avenger 180 Cc Petrol	0	1	1
21	B102	Bajaj	M1018	Avenger	P	V10024	200 Cc Dts-i	200		52	PETROL	Bajaj Avenger 200 Cc Dts-i Petrol	0	1	1
20	B102	Bajaj	M1018	Avenger	P	V10025	220 Cc Dts-i	220		72	PETROL	Bajaj Avenger 220 Cc Dts-i Petrol	0	1	1
861	B102	Bajaj	M1018	Avenger	P	V10026	Avenger 150 Street	150		21	PETROL	Bajaj Avenger Avenger 150 Street Petrol	0	1	1
862	B102	Bajaj	M1018	Avenger	P	V10027	Avenger 180 Dtsi	180		52	PETROL	Bajaj Avenger Avenger 180 Dtsi Petrol	0	1	1
1903	B102	Bajaj	M1018	Avenger	P	V10028	Avenger 180 Street	180		0	PETROL	Bajaj Avenger Avenger 180 Street Petrol	0	1	1
863	B102	Bajaj	M1018	Avenger	P	V10029	Avenger 200 Dtsi	200		72	PETROL	Bajaj Avenger Avenger 200 Dtsi Petrol	0	1	1
864	B102	Bajaj	M1018	Avenger	P	V10030	Avenger 220 Cruise	220		72	PETROL	Bajaj Avenger Avenger 220 Cruise Petrol	0	1	1
865	B102	Bajaj	M1018	Avenger	P	V10031	Avenger 220 Dtsi	220		72	PETROL	Bajaj Avenger Avenger 220 Dtsi Petrol	0	1	1
866	B102	Bajaj	M1018	Avenger	P	V10032	Avenger 220 Street	220		72	PETROL	Bajaj Avenger Avenger 220 Street Petrol	0	1	1
1948	B102	Bajaj	M1018	Avenger	P	V10033	Std	180		797	PETROL	Bajaj Avenger Std Petrol	0	1	1
1949	B102	Bajaj	M1018	Avenger	P	V10033	Std	200		72	PETROL	Bajaj Avenger Std Petrol	0	1	1
1950	B102	Bajaj	M1018	Avenger	P	V10033	Std	220		72	PETROL	Bajaj Avenger Std Petrol	0	1	1
74	B102	Bajaj	M1019	Boxer	P	V10036	150 Cc Electric Start	150		81	PETROL	Bajaj Boxer 150 Cc Electric Start Petrol	0	1	1
450	B102	Bajaj	M1019	Boxer	P	V10037	Ar	100		477	PETROL	Bajaj Boxer Ar Petrol	0	1	1
26	B102	Bajaj	M1019	Boxer	P	V10038	At 100 Cc	100		23	PETROL	Bajaj Boxer At 100 Cc Petrol	0	1	1
867	B102	Bajaj	M1019	Boxer	P	V10039	Boxer 100	100		24	PETROL	Bajaj Boxer Boxer 100 Petrol	0	1	1
868	B102	Bajaj	M1019	Boxer	P	V10040	Boxer 150	150		81	PETROL	Bajaj Boxer Boxer 150 Petrol	0	1	1
27	B102	Bajaj	M1019	Boxer	P	V10041	Ct 100cc	100		24	PETROL	Bajaj Boxer Ct 100cc Petrol	0	1	1
25	B102	Bajaj	M1019	Boxer	P	V10042	Std 100 Cc	100		22	PETROL	Bajaj Boxer Std 100 Cc Petrol	0	1	1
1968	B102	Bajaj	M1020	Boxer 150	P	V10043	Electric Start Drum Brake Spoke Wheel	150		81	PETROL	Bajaj Boxer 150 Electric Start Drum Brake Spoke Wheel Petrol	0	1	1
1969	B102	Bajaj	M1021	Bravo	P	V10044	Std	145		56	PETROL	Bajaj Bravo Std Petrol	0	1	1
28	B102	Bajaj	M1022	Byk	P	V10045	M	92		25	PETROL	Bajaj Byk M Petrol	0	1	1
29	B102	Bajaj	M1022	Byk	P	V10046	Std	92		26	PETROL	Bajaj Byk Std Petrol	0	1	1
75	B102	Bajaj	M1023	Caliber	P	V10047	115 Cc	111		27	PETROL	Bajaj Caliber 115 Cc Petrol	0	1	1
869	B102	Bajaj	M1023	Caliber	P	V10048	Caliber	111		27	PETROL	Bajaj Caliber Caliber Petrol	0	1	1
1179	B102	Bajaj	M1023	Caliber	P	V10049	Caliber 115 (111 Cc)	111		27	Petrol	Bajaj Caliber Caliber 115 (111 Cc) Petrol	0	1	1
1180	B102	Bajaj	M1023	Caliber	P	V10050	Croma (111 Cc)	111		28	Petrol	Bajaj Caliber Croma (111 Cc) Petrol	0	1	1
76	B102	Bajaj	M1023	Caliber	P	V10051	Croma 111 Cc	111		28	PETROL	Bajaj Caliber Croma 111 Cc Petrol	0	1	1
1181	B102	Bajaj	M1023	Caliber	P	V10052	Std (110 Cc)	110		28	Petrol	Bajaj Caliber Std (110 Cc) Petrol	0	1	1
30	B102	Bajaj	M1024	Chetak	P	V10053	4 Stroke	125		29	PETROL	Bajaj Chetak 4 Stroke Petrol	0	1	1
870	B102	Bajaj	M1024	Chetak	P	V10054	Chetak	145		30	PETROL	Bajaj Chetak Chetak Petrol	0	1	1
1970	B102	Bajaj	M1024	Chetak	P	V10055	Metallic	145		30	PETROL	Bajaj Chetak Metallic Petrol	0	1	1
1971	B102	Bajaj	M1024	Chetak	P	V10056	Std	145		80	PETROL	Bajaj Chetak Std Petrol	0	1	1
1972	B102	Bajaj	M1025	Classic	P	V10057	Std	145		65	PETROL	Bajaj Classic Std Petrol	0	1	1
871	B102	Bajaj	M1026	Ct 100	P	V10058	Ct 100	100		53	PETROL	Bajaj Ct 100 Ct 100 Petrol	0	1	1
872	B102	Bajaj	M1026	Ct 100	P	V10059	Ct 100 Alloy	100		105	PETROL	Bajaj Ct 100 Ct 100 Alloy Petrol	0	1	1
873	B102	Bajaj	M1026	Ct 100	P	V10060	Ct 100 Spoke	100		104	PETROL	Bajaj Ct 100 Ct 100 Spoke Petrol	0	1	1
874	B102	Bajaj	M1026	Ct 100	P	V10061	Ct 100b Alloy	100		105	PETROL	Bajaj Ct 100 Ct 100b Alloy Petrol	0	1	1
875	B102	Bajaj	M1026	Ct 100	P	V10062	Ct 100b Spoke	100		104	PETROL	Bajaj Ct 100 Ct 100b Spoke Petrol	0	1	1
77	B102	Bajaj	M1026	Ct 100	P	V10063	Deluxe	99		54	PETROL	Bajaj Ct 100 Deluxe Petrol	0	1	1
31	B102	Bajaj	M1026	Ct 100	P	V10064	Std	100		53	PETROL	Bajaj Ct 100 Std Petrol	0	1	1
1184	B102	Bajaj	M1027	Ct 100 Alloy	P	V10065	Alloy Drum Kick Start Only	100		105	Petrol	Bajaj Ct 100 Alloy Alloy Drum Kick Start Only Petrol	0	1	1
1182	B102	Bajaj	M1028	Ct 100 B	P	V10066	Alloy Drum Kick Start Only	100		105	Petrol	Bajaj Ct 100 B Alloy Drum Kick Start Only Petrol	0	1	1
1185	B102	Bajaj	M1029	Ct 100 Es Alloy	P	V10067	Drum Kick And Self Start	100		105	Petrol	Bajaj Ct 100 Es Alloy Drum Kick And Self Start Petrol	0	1	1
1183	B102	Bajaj	M1030	Ct 100 Spoke	P	V10068	Spoke Drum Kick Start Only	100		104	Petrol	Bajaj Ct 100 Spoke Spoke Drum Kick Start Only Petrol	0	1	1
1973	B102	Bajaj	M1031	Cub	P	V10069	Std	100		90	PETROL	Bajaj Cub Std Petrol	0	1	1
876	B102	Bajaj	M1032	D 104	P	V10070	D 104	100		0	PETROL	Bajaj D 104 D 104 Petrol	0	1	1
78	B102	Bajaj	M1033	Discover	P	V10071	100 4g	94		87	PETROL	Bajaj Discover 100 4g Petrol	0	1	1
79	B102	Bajaj	M1033	Discover	P	V10072	100 M Disc	100		94	PETROL	Bajaj Discover 100 M Disc Petrol	0	1	1
80	B102	Bajaj	M1033	Discover	P	V10073	100 M Drum	100		93	PETROL	Bajaj Discover 100 M Drum Petrol	0	1	1
81	B102	Bajaj	M1033	Discover	P	V10074	100 T	102		91	PETROL	Bajaj Discover 100 T Petrol	0	1	1
22	B102	Bajaj	M1033	Discover	P	V10075	125 Cc	125		31	PETROL	Bajaj Discover 125 Cc Petrol	0	1	1
82	B102	Bajaj	M1033	Discover	P	V10076	125 M Disc	125		97	PETROL	Bajaj Discover 125 M Disc Petrol	0	1	1
83	B102	Bajaj	M1033	Discover	P	V10077	125 M Drum	125		96	PETROL	Bajaj Discover 125 M Drum Petrol	0	1	1
84	B102	Bajaj	M1033	Discover	P	V10078	125 St	125		102	PETROL	Bajaj Discover 125 St Petrol	0	1	1
37	B102	Bajaj	M1033	Discover	P	V10079	135 Dtsi Kick Start	135		34	PETROL	Bajaj Discover 135 Dtsi Kick Start Petrol	0	1	1
38	B102	Bajaj	M1033	Discover	P	V10080	135 Dtsi Sports	135		8	PETROL	Bajaj Discover 135 Dtsi Sports Petrol	0	1	1
85	B102	Bajaj	M1033	Discover	P	V10081	135cc Electric Start Ug	135		10	PETROL	Bajaj Discover 135cc Electric Start Ug Petrol	0	1	1
86	B102	Bajaj	M1033	Discover	P	V10082	150 Disc	145		101	PETROL	Bajaj Discover 150 Disc Petrol	0	1	1
87	B102	Bajaj	M1033	Discover	P	V10083	150 Drum	145		100	PETROL	Bajaj Discover 150 Drum Petrol	0	1	1
89	B102	Bajaj	M1033	Discover	P	V10084	150 F	145		98	PETROL	Bajaj Discover 150 F Petrol	0	1	1
90	B102	Bajaj	M1033	Discover	P	V10085	150 S Disc Brake	145		73	PETROL	Bajaj Discover 150 S Disc Brake Petrol	0	1	1
88	B102	Bajaj	M1033	Discover	P	V10086	150 S Drum Brake	145		99	PETROL	Bajaj Discover 150 S Drum Brake Petrol	0	1	1
1951	B102	Bajaj	M1033	Discover	P	V10087	5 G	100		0	PETROL	Bajaj Discover 5 G Petrol	0	1	1
877	B102	Bajaj	M1033	Discover	P	V10088	Discover 100 4g Es Black Gold Mcm Decal	94		87	PETROL	Bajaj Discover Discover 100 4g Es Black Gold Mcm Decal Petrol	0	1	1
878	B102	Bajaj	M1033	Discover	P	V10089	Discover 100 Drum Alloy Es	94		67	PETROL	Bajaj Discover Discover 100 Drum Alloy Es Petrol	0	1	1
879	B102	Bajaj	M1033	Discover	P	V10090	Discover 100 Dts Si Disc  Alloy Es	94		67	PETROL	Bajaj Discover Discover 100 Dts Si Disc  Alloy Es Petrol	0	1	1
880	B102	Bajaj	M1033	Discover	P	V10091	Discover 100 Dts Si Drum Alloy Es	94		67	PETROL	Bajaj Discover Discover 100 Dts Si Drum Alloy Es Petrol	0	1	1
881	B102	Bajaj	M1033	Discover	P	V10092	Discover 100 M Drum	102		93	PETROL	Bajaj Discover Discover 100 M Drum Petrol	0	1	1
882	B102	Bajaj	M1033	Discover	P	V10093	Discover 100 T	102		91	PETROL	Bajaj Discover Discover 100 T Petrol	0	1	1
1186	B102	Bajaj	M1033	Discover	P	V10094	Discover 100m Dr	100		93	Petrol	Bajaj Discover Discover 100m Dr Petrol	0	1	1
883	B102	Bajaj	M1033	Discover	P	V10095	Discover 110	110		33	PETROL	Bajaj Discover Discover 110 Petrol	0	1	1
1187	B102	Bajaj	M1033	Discover	P	V10096	Discover 125 Di	125		97	Petrol	Bajaj Discover Discover 125 Di Petrol	0	1	1
1188	B102	Bajaj	M1033	Discover	P	V10097	Discover 125 Dr	125		96	Petrol	Bajaj Discover Discover 125 Dr Petrol	0	1	1
884	B102	Bajaj	M1033	Discover	P	V10098	Discover 125 M Disc	125		86	PETROL	Bajaj Discover Discover 125 M Disc Petrol	0	1	1
885	B102	Bajaj	M1033	Discover	P	V10099	Discover 125 M Drum	125		89	PETROL	Bajaj Discover Discover 125 M Drum Petrol	0	1	1
886	B102	Bajaj	M1033	Discover	P	V10100	Discover 125 St	125		102	PETROL	Bajaj Discover Discover 125 St Petrol	0	1	1
887	B102	Bajaj	M1033	Discover	P	V10101	Discover 125 T Disc	125		97	PETROL	Bajaj Discover Discover 125 T Disc Petrol	0	1	1
888	B102	Bajaj	M1033	Discover	P	V10102	Discover 125 T Drum	125		89	PETROL	Bajaj Discover Discover 125 T Drum Petrol	0	1	1
1189	B102	Bajaj	M1033	Discover	P	V10103	Discover 125m Di	125		97	Petrol	Bajaj Discover Discover 125m Di Petrol	0	1	1
1190	B102	Bajaj	M1033	Discover	P	V10104	Discover 125m Dr	125		96	Petrol	Bajaj Discover Discover 125m Dr Petrol	0	1	1
889	B102	Bajaj	M1033	Discover	P	V10105	Discover 135	135		8	PETROL	Bajaj Discover Discover 135 Petrol	0	1	1
890	B102	Bajaj	M1033	Discover	P	V10106	Discover 135 Sport	135		8	PETROL	Bajaj Discover Discover 135 Sport Petrol	0	1	1
891	B102	Bajaj	M1033	Discover	P	V10107	Discover 150 F	145		98	PETROL	Bajaj Discover Discover 150 F Petrol	0	1	1
892	B102	Bajaj	M1033	Discover	P	V10108	Discover 150 S Disc	145		101	PETROL	Bajaj Discover Discover 150 S Disc Petrol	0	1	1
893	B102	Bajaj	M1033	Discover	P	V10109	Discover 150 S Drum	145		100	PETROL	Bajaj Discover Discover 150 S Drum Petrol	0	1	1
1191	B102	Bajaj	M1033	Discover	P	V10110	Discover 150f Di	150		98	Petrol	Bajaj Discover Discover 150f Di Petrol	0	1	1
1192	B102	Bajaj	M1033	Discover	P	V10111	Discover 150f Dr	150		100	Petrol	Bajaj Discover Discover 150f Dr Petrol	0	1	1
1193	B102	Bajaj	M1033	Discover	P	V10112	Discover 150s Di	150		99	Petrol	Bajaj Discover Discover 150s Di Petrol	0	1	1
1194	B102	Bajaj	M1033	Discover	P	V10113	Discover 150s Dr	150		99	Petrol	Bajaj Discover Discover 150s Dr Petrol	0	1	1
1195	B102	Bajaj	M1033	Discover	P	V10114	Discover 4g	100		87	Petrol	Bajaj Discover Discover 4g Petrol	0	1	1
91	B102	Bajaj	M1033	Discover	P	V10115	Dts-si	94		35	PETROL	Bajaj Discover Dts-si Petrol	0	1	1
32	B102	Bajaj	M1033	Discover	P	V10116	Dts-si Electric Start Drum Brake Spoke Wheels	100		67	PETROL	Bajaj Discover Dts-si Electric Start Drum Brake Spoke Wheels Petrol	0	1	1
33	B102	Bajaj	M1033	Discover	P	V10117	Dts-si Kick Start	100		35	PETROL	Bajaj Discover Dts-si Kick Start Petrol	0	1	1
35	B102	Bajaj	M1033	Discover	P	V10118	Electric Start  Drum Brake	125		89	PETROL	Bajaj Discover Electric Start  Drum Brake Petrol	0	1	1
36	B102	Bajaj	M1033	Discover	P	V10119	Electric Start Disk Break	125		86	PETROL	Bajaj Discover Electric Start Disk Break Petrol	0	1	1
1196	B102	Bajaj	M1033	Discover	P	V10120	Electric Start Ug (135 Cc)	135		10	Petrol	Bajaj Discover Electric Start Ug (135 Cc) Petrol	0	1	1
24	B102	Bajaj	M1033	Discover	P	V10121	K-70 112 Cc	112		33	PETROL	Bajaj Discover K-70 112 Cc Petrol	0	1	1
23	B102	Bajaj	M1033	Discover	P	V10122	Kick Start 100 Cc	100		94	PETROL	Bajaj Discover Kick Start 100 Cc Petrol	0	1	1
34	B102	Bajaj	M1033	Discover	P	V10123	Std	112		33	PETROL	Bajaj Discover Std Petrol	0	1	1
1974	B102	Bajaj	M1034	Discover 112	P	V10124	K 70	112		0	PETROL	Bajaj Discover 112 K 70 Petrol	0	1	1
1975	B102	Bajaj	M1034	Discover 112	P	V10125	Std	112		0	PETROL	Bajaj Discover 112 Std Petrol	0	1	1
1943	B102	Bajaj	M1035	Discover 125	P	V10126	Electric Start Disc Brake	125		86	PETROL	Bajaj Discover 125 Electric Start Disc Brake Petrol	0	1	1
1944	B102	Bajaj	M1035	Discover 125	P	V10127	Electric Start Drum Brake	125		96	PETROL	Bajaj Discover 125 Electric Start Drum Brake Petrol	0	1	1
1945	B102	Bajaj	M1035	Discover 125	P	V10128	Kick Start Disc Brake	125		31	PETROL	Bajaj Discover 125 Kick Start Disc Brake Petrol	0	1	1
1946	B102	Bajaj	M1035	Discover 125	P	V10129	Kick Start Drum Brake	125		31	PETROL	Bajaj Discover 125 Kick Start Drum Brake Petrol	0	1	1
1947	B102	Bajaj	M1035	Discover 125	P	V10130	St Electric Start Disc Brake Alloy Wheel(125 Cc)	125		32	PETROL	Bajaj Discover 125 St Electric Start Disc Brake Alloy Wheel(125 Cc) Petrol	0	1	1
1976	B102	Bajaj	M1036	Discover 135 Dtsi	P	V10131	Electric Start	135		9	PETROL	Bajaj Discover 135 Dtsi Electric Start Petrol	0	1	1
1977	B102	Bajaj	M1036	Discover 135 Dtsi	P	V10132	Kick Start	135		9	PETROL	Bajaj Discover 135 Dtsi Kick Start Petrol	0	1	1
1978	B102	Bajaj	M1036	Discover 135 Dtsi	P	V10133	Sports	135		8	PETROL	Bajaj Discover 135 Dtsi Sports Petrol	0	1	1
1961	B102	Bajaj	M1037	Discover 150	P	V10134	Disc Brake	150		73	PETROL	Bajaj Discover 150 Disc Brake Petrol	0	1	1
1962	B102	Bajaj	M1037	Discover 150	P	V10135	Drum Brake	150		100	PETROL	Bajaj Discover 150 Drum Brake Petrol	0	1	1
1963	B102	Bajaj	M1037	Discover 150	P	V10136	Dts-si Electric Start Disc Brake	150		101	PETROL	Bajaj Discover 150 Dts-si Electric Start Disc Brake Petrol	0	1	1
1964	B102	Bajaj	M1037	Discover 150	P	V10137	Electric Start Disc Brake	150		101	PETROL	Bajaj Discover 150 Electric Start Disc Brake Petrol	0	1	1
1979	B102	Bajaj	M1038	Discover F	P	V10138	Electric Start Disk Brake	150		98	PETROL	Bajaj Discover F Electric Start Disk Brake Petrol	0	1	1
1980	B102	Bajaj	M1039	Discover M	P	V10139	Disc Brake	125		97	PETROL	Bajaj Discover M Disc Brake Petrol	0	1	1
1981	B102	Bajaj	M1039	Discover M	P	V10140	Drum Brake	125		96	PETROL	Bajaj Discover M Drum Brake Petrol	0	1	1
1982	B102	Bajaj	M1039	Discover M	P	V10141	Electric Start Disc Brake Alloy Wheels	100		94	PETROL	Bajaj Discover M Electric Start Disc Brake Alloy Wheels Petrol	0	1	1
1983	B102	Bajaj	M1039	Discover M	P	V10142	Electric Start Drum Brake Alloy Wheels	100		94	PETROL	Bajaj Discover M Electric Start Drum Brake Alloy Wheels Petrol	0	1	1
1984	B102	Bajaj	M1040	Discover S	P	V10143	Disc Brake	150		99	PETROL	Bajaj Discover S Disc Brake Petrol	0	1	1
1985	B102	Bajaj	M1040	Discover S	P	V10144	Drum Brake	150		100	PETROL	Bajaj Discover S Drum Brake Petrol	0	1	1
1986	B102	Bajaj	M1041	Discover St	P	V10145	Std	125		102	PETROL	Bajaj Discover St Std Petrol	0	1	1
1987	B102	Bajaj	M1042	Discover T	P	V10146	Electric Start Disc Brake Alloy Wheel	125		91	PETROL	Bajaj Discover T Electric Start Disc Brake Alloy Wheel Petrol	0	1	1
1988	B102	Bajaj	M1042	Discover T	P	V10147	Electric Start Disc Brake Alloy Wheels	100		91	PETROL	Bajaj Discover T Electric Start Disc Brake Alloy Wheels Petrol	0	1	1
1989	B102	Bajaj	M1042	Discover T	P	V10148	Electric Start Drum Brake Alloy Wheel	125		91	PETROL	Bajaj Discover T Electric Start Drum Brake Alloy Wheel Petrol	0	1	1
1990	B102	Bajaj	M1042	Discover T	P	V10149	Electric Start Drum Brake Alloy Wheels	100		91	PETROL	Bajaj Discover T Electric Start Drum Brake Alloy Wheels Petrol	0	1	1
1991	B102	Bajaj	M1042	Discover T	P	V10150	Kick Start Drum Brake Alloy Wheels	100		91	PETROL	Bajaj Discover T Kick Start Drum Brake Alloy Wheels Petrol	0	1	1
1992	B102	Bajaj	M1043	Dominar 400	P	V10151	Abs	373		791	PETROL	Bajaj Dominar 400 Abs Petrol	0	1	1
1993	B102	Bajaj	M1043	Dominar 400	P	V10152	Disc Brake	373		792	PETROL	Bajaj Dominar 400 Disc Brake Petrol	0	1	1
1994	B102	Bajaj	M1043	Dominar 400	P	V10153	Twin Channel Abs	373		791	PETROL	Bajaj Dominar 400 Twin Channel Abs Petrol	0	1	1
896	B102	Bajaj	M1044	Eliminator	P	V10154	Eliminator	174		36	PETROL	Bajaj Eliminator Eliminator Petrol	0	1	1
39	B102	Bajaj	M1044	Eliminator	P	V10155	Std	175		36	PETROL	Bajaj Eliminator Std Petrol	0	1	1
1995	B102	Bajaj	M1045	Kawasaki Ninja	P	V10156	H2 Carbon	998		0	PETROL	Bajaj Kawasaki Ninja H2 Carbon Petrol	0	1	1
1996	B102	Bajaj	M1045	Kawasaki Ninja	P	V10157	H2 R	998		0	PETROL	Bajaj Kawasaki Ninja H2 R Petrol	0	1	1
1997	B102	Bajaj	M1045	Kawasaki Ninja	P	V10158	H2 Std	998		0	PETROL	Bajaj Kawasaki Ninja H2 Std Petrol	0	1	1
1998	B102	Bajaj	M1045	Kawasaki Ninja	P	V10159	Zx 10 Rr	998		0	PETROL	Bajaj Kawasaki Ninja Zx 10 Rr Petrol	0	1	1
1999	B102	Bajaj	M1046	Kb 100	P	V10160	Std	100		58	PETROL	Bajaj Kb 100 Std Petrol	0	1	1
2000	B102	Bajaj	M1047	Kb 125 Rtz	P	V10161	Std	125		57	PETROL	Bajaj Kb 125 Rtz Std Petrol	0	1	1
1197	B102	Bajaj	M1048	Kristal	P	V10162	Dtsi	95		37	Petrol	Bajaj Kristal Dtsi Petrol	0	1	1
2001	B102	Bajaj	M1048	Kristal	P	V10163	Dtsi Electric Start	95		37	PETROL	Bajaj Kristal Dtsi Electric Start Petrol	0	1	1
41	B102	Bajaj	M1048	Kristal	P	V10164	Dtsi Self Start	95		37	PETROL	Bajaj Kristal Dtsi Self Start Petrol	0	1	1
900	B102	Bajaj	M1048	Kristal	P	V10165	Kristal Dtsi .	100		37	PETROL	Bajaj Kristal Kristal Dtsi . Petrol	0	1	1
42	B102	Bajaj	M1049	Legend	P	V10166	Nxt	145		59	PETROL	Bajaj Legend Nxt Petrol	0	1	1
2002	B102	Bajaj	M1050	M 80	P	V10167	2 Stroke	80		39	PETROL	Bajaj M 80 2 Stroke Petrol	0	1	1
2003	B102	Bajaj	M1050	M 80	P	V10168	4 Stroke	80		38	PETROL	Bajaj M 80 4 Stroke Petrol	0	1	1
1198	B102	Bajaj	M1051	M80	P	V10169	4 Stroke	74		38	Petrol	Bajaj M80 4 Stroke Petrol	0	1	1
901	B102	Bajaj	M1051	M80	P	V10170	M80	75		70	PETROL	Bajaj M80 M80 Petrol	0	1	1
1202	B102	Bajaj	M1052	Paltina Comfortec	P	V10171	Es Alloy	102		103	Petrol	Bajaj Paltina Comfortec Es Alloy Petrol	0	1	1
1201	B102	Bajaj	M1052	Paltina Comfortec	P	V10172	Es Spoke	102		103	Petrol	Bajaj Paltina Comfortec Es Spoke Petrol	0	1	1
93	B102	Bajaj	M1053	Platina	P	V10173	100 Ks	99		75	PETROL	Bajaj Platina 100 Ks Petrol	0	1	1
94	B102	Bajaj	M1053	Platina	P	V10174	125 Cc Ks	125		12	PETROL	Bajaj Platina 125 Cc Ks Petrol	0	1	1
49	B102	Bajaj	M1053	Platina	P	V10175	125 Dts-i Kick Start	125		12	PETROL	Bajaj Platina 125 Dts-i Kick Start Petrol	0	1	1
50	B102	Bajaj	M1053	Platina	P	V10176	125 Dts-i Self Start	125		40	PETROL	Bajaj Platina 125 Dts-i Self Start Petrol	0	1	1
1	B102	Bajaj	M1053	Platina	P	V10177	125cc	125		11	PETROL	Bajaj Platina 125cc Petrol	0	1	1
43	B102	Bajaj	M1053	Platina	P	V10178	Alloy  Wheel	100		13	PETROL	Bajaj Platina Alloy  Wheel Petrol	0	1	1
95	B102	Bajaj	M1053	Platina	P	V10180	Alloy Es	102		103	PETROL	Bajaj Platina Alloy Es Petrol	0	1	1
1953	B102	Bajaj	M1053	Platina	P	V10181	Alloy Wheel Es	102		103	PETROL	Bajaj Platina Alloy Wheel Es Petrol	0	1	1
96	B102	Bajaj	M1053	Platina	P	V10182	Alloy Wheels	100		13	PETROL	Bajaj Platina Alloy Wheels Petrol	0	1	1
1954	B102	Bajaj	M1053	Platina	P	V10183	Cbs	110		802	PETROL	Bajaj Platina Cbs Petrol	0	1	1
97	B102	Bajaj	M1053	Platina	P	V10184	Dts-si	125		40	PETROL	Bajaj Platina Dts-si Petrol	0	1	1
